1821,Darcy MORENO,Chinese,141,Roller Skating
1822,Elroy VILLA,Burmese,149,Table tenni
1823,Clifford ANTHONY,Laotian,92,Table tenni
1824,Alan CLARKE,Barbadian,163,Bird Watching
1825,Fox CAMACHO,Slovak,41,Reading
1826,Bruce LIU,Bhutanese,158,3D printing
1827,Ezra HEBERT,Namibian,70,Fashion
1828,Declan GREER,Brazilian,154,Water Sports
1829,Elroy THOMPSON,Serb or Serbian,45,Drama
1830,Eldwin GREGORY,Haitian,109,Flying Disc
1831,Anthony CORDOVA,Belgian,161,Cycling
1832,Ferdinand JAMES,Cypriot,135,Jigsaw puzzles
1833,Blake RIGGS,Vanuatuan,9,Water Sports
1834,Falkner RICE,Nigerien,65,Table tenni
1835,Fairfax MARTINEZ,Bahraini,165,Bird Watching
1836,Arnold WALKER,Colombian,140,Sudoku
1837,Darell GREENE,Irish,100,Graffiti
1838,Denley CURRY,Swazi,32,Astronomy
1839,Archer KIDD,Vietnamese,7,Drawing
1840,Claude KNAPP,Paraguayan,57,Drawing
1841,Dylan VARGAS,Danish,133,Hiking
1842,Aiden COLE,Italian,99,Reading
1843,Aldis MEJIA,Ethiopian,123,Drawing
1844,Abraham MCDOWELL,Bolivian,157,Web Surfing
1845,Alfred BURNETT,Monégasque or Monacan,75,Drawing
1846,Arvel JIMENEZ,Indian,104,Tennis
1847,Andrew SOLOMON,Malian,81,Creative writing
1848,Adrian NORRIS,Mozambican,71,Archery
1849,Boris STEIN,Cuban,136,Skydiving
1850,Ethen KRAUSE,Welsh,6,Cooking
1851,Farley NOVAK,Bulgarian,151,Skydiving
1852,Alfred BRAY,Qatari,52,Electronics
1853,Egerton ROACH,Belizean,160,Fashion
1854,Dion KELLER,Vietnamese,7,Driving
1855,Edmund RIGGS,Australian,169,Archery
1856,Austin MATTHEWS,Austrian,168,Electronics
1857,Eldon HODGE,Honduran,107,Kayaking
1858,Aaron JENNINGS,French,120,Skydiving
1859,Dixon HAYES,Andorran,173,Walk the dog
1860,Eliot BAILEY,Surinamese,33,3D printing
1861,Ansel DICKSON,Egyptian,128,Jigsaw puzzles
1862,Emmanuel HULL,Bahraini,165,Table tenni
1863,Ethan  THORNTON,Tobagan,22,3D printing
1864,Frederick BRAY,Dominican,131,Backpacking
1865,Falkner SANTIAGO,Portuguese,53,Hand Ball
1866,Fletcher BRUCE,Algerian,174,Astronomy
1867,Anthony HOUSTON,Uruguayan,11,Drawing
1868,Erskine MITH,Trinidadian,23,Drawing
1869,Edgar VARGAS,Dominican,130,Walk the dog
1870,Finbar RYAN,Costa Rican,138,Digital Arts
1871,Elton BOWEN,Somali,39,Coloring
1872,Buck COMPTON,Laotian,92,Kayaking
1873,Aldis FERNANDEZ,Paraguayan,57,Book restoration
1874,Aaron FORBES,Ecuadorean,129,Video Gaming
1875,Atwater ZHANG,Turkish,19,Archery
1876,Emrick ODONNELL,Bangladeshi,164,Book restoration
1877,Albion MANNING,Montenegrin,73,Hunting
1878,Freeman FLYNN,Zambian,1,Walk the cat
1879,Emmanuel MCKENZIE,Afghan,176,Book restoration
1880,Errol HALL,Mexican,77,Cycling
1881,Darell KIRBY,Pakistani,60,Body Building
1882,Adam PETERS,Azerbaijani,167,3D printing
1883,Eaton OROZCO,Peruvian,56,Coloring
1884,Fleming MURPHY,Croat or Croatian,137,Walk the cat
1885,Clive HOOPER,Honduran,107,Table tenni
1886,Emrick GILBERT,Bahraini,165,Motor Sports
1887,Archer STEIN,Chadian,143,Video Gaming
1888,Boris ANDERSON,British,13,Driving
1889,Bryant BLACKWELL,Panamanian,59,Tai chi
1890,Burgess PERKINS,Malawian,84,Surfing
1891,Bradley VELAZQUEZ,Angolan,172,Dance
1892,Connell SAUNDERS,Barbadian,163,Hand Ball
1893,Aldis BLACKBURN,Mexican,77,Drama
1894,Foster LESTER,Western Samoan,5,Hiking
1895,Dion HUNTER,Egyptian,128,Skateboarding
1896,Fergus  BENDER,Icelandic,105,Coloring
1897,Ezra WEBER,Ecuadorean,129,Sudoku
1898,Arthur TAYLOR,French,120,Fashion
1899,Driscoll COOLEY,Zaïrean,2,Fashion
1900,Edric DANIEL,Indian,104,Book restoration
1901,Fergus  BENTON,Swazi,32,Kayaking
1902,Addison WATTS,Cape Verdean,144,Drama
1903,Boris ZIMMERMAN,Uzbek,10,Kite Flying
1904,Edmond TUCKER,Japanese,97,Kite Surfing
1905,Chandler KIRK,Gabonese,119,Fashion
1906,Ansel KOCH,Eritrean,125,Sudoku
1907,Cadman HAMMOND,Tanzanian,26,Electronics
1908,Angus LOWE,Moroccan,72,Coffee roasting
1909,Fairfax BULLOCK,Mexican,77,Sudoku
1910,Chalmers KENNEDY,Armenian,170,Creative writing
1911,Erskine HERNANDEZ,Indian,104,3D printing
1912,Carrick KHAN,Bulgarian,151,Cycling
1913,Ernest MOSS,Latvian,91,Book restoration
1914,Caldwell OCHOA,Ugandan,16,Coloring
1915,Emery MCCLURE,Grenadian,113,Knife making
1916,Eric DAVIDSON,Trinidadian,23,Flying Disc
1917,Crosby SALAZAR,Moldovan,76,Electronics
1918,Emery LUNA,Bruneian,152,Tennis
1919,Bond JOHNSTON,Nicaraguan,66,Cryptography
1920,Falkner NORTON,Peruvian,56,Table tenni
1921,Burgess RIVERA,Mexican,77,Backpacking
1922,Calvert BOND,Colombian,140,Kite Surfing
1923,Emmett CARROLL,Cuban,136,Backpacking
1924,Bowen STAFFORD,Botswanan,155,Cycling
1925,Edmond FOSTER,Mexican,77,Tennis
1926,Andrew SPENCER,Japanese,97,Coffee roasting
1927,Finbar BERRY,Nepalese,69,Kite Surfing
1928,Bruno MALONE,Maltese,80,Skateboarding
1929,Elroy WALL,Ugandan,16,Kite Flying
1930,Ferris CARROLL,Liberian,89,Bird Watching
1931,Ansel VELEZ,Belgian,161,Kite Flying
1932,Dale ROSE,Lebanese,90,Archery
1933,Conrad WILCOX,Sudanese,34,Cooking
1934,Elias BRADY,US,12,Walk the dog
1935,Everett SELLERS,Italian,99,Kite Surfing
1936,Dennis BALDWIN,Chilean,142,Bird Watching
1937,Alston BUCHANAN,Iraqi,101,Creative writing
1938,Alden SCHAEFER,Malagasy or Madagascan,85,Sudoku
1939,Falkner KHAN,Sri Lankan,35,Whittling
1940,Frederick BANKS,Burundian,148,Whittling
1941,Baron WEBSTER,Canadian,145,Dance
1942,Dixon LAWRENCE,Sudanese,34,Hunting
1943,Barclay FISHER,Hungarian,106,Cooking
1944,Cuthbert CARSON,Namibian,70,Tai chi
1945,Emmanuel PARKS,Paraguayan,57,Hand Ball
1946,Frasier HERRERA,Dominican,131,Hiking
1947,Elvis BAILEY,Algerian,174,Walk the dog
1948,Finbar DELGADO,Finnish,121,Hiking
1949,Frasier BERNARD,Mexican,77,Tennis
1950,Fergal FIGUEROA,Malawian,84,Cycling
1951,Ambrose HULL,Mongolian,74,Hunting
1952,Frasier GIBSON,Algerian,174,Stone skipping
1953,Algernon CHOI,Monégasque or Monacan,75,Walk the dog
1954,Algernon DUNLAP,Japanese,97,Skydiving
1955,Chandler REESE,Colombian,140,Surfing
1956,Carl ROWE,Cuban,136,Creative writing
1957,Brice TYLER,Russian,50,Video Gaming
1958,Emmanuel BALDWIN,Botswanan,155,Skydiving
1959,Baird HICKS,Seychellois,44,Cycling
1960,Benedict SAWYER,Qatari,52,Gardening
1961,Foster MUELLER,Dominican,130,Graffiti
1962,Brendon KNOX,Mauritian,78,Video Gaming
1963,Baron LIN,Bosnian,156,Kayaking
1964,Caldwell SUTTON,Cypriot,135,Flying Disc
1965,Algernon LAMBERT,Estonian,124,Video Gaming
1966,Emery LEONARD,Irish,100,Driving
1967,Dion CORDOVA,Seychellois,44,Skydiving
1968,David GLOVER,Zambian,1,Coffee roasting
1969,Erskine OCONNOR,Monégasque or Monacan,75,Web Surfing
1970,Albert HORTON,Kuwaiti,93,Cryptography
1971,Carl HENDERSON,German,116,Creative writing
1972,Ferdinand HOUSTON,Chinese,141,Electronics
1973,Connell DOWNS,Kazakh,95,Archery
1974,Floyd YORK,Singaporean,42,Book restoration
1975,Foster WOODARD,Algerian,174,Air Sport
1976,Ferdinand PEREZ,Finnish,121,Water Sports
1977,Floyd LUCAS,Liberian,89,Walk the cat
1978,Dennis INGRAM,South Korean,37,Dance
1979,Chapman CHANG,Japanese,97,Whittling
1980,Dalton WILEY,Norwegian,62,Reading
1981,Fletcher BUCK,Monégasque or Monacan,75,Cryptography
1982,Evan FORBES,Cypriot,135,Hiking
1983,Ambrose WATSON,Qatari,52,Whittling
1984,Foster WU,Ecuadorean,129,Astronomy
1985,Amery POOLE,Honduran,107,Skateboarding
1986,Emmett GLENN,North Korean,63,Cooking
1987,Bryant MOODY,Malagasy or Madagascan,85,Motor Sports
1988,Atwater BAIRD,Indian,104,Flying Disc
1989,Drake SHEA,Omani,61,Body Building
1990,Fleming CHAMBERS,Polish,54,Archery
1991,Collier MCKENZIE,Venezuelan,8,Water Sports
1992,Dermot FLORES,Bahraini,165,Tai chi
1993,Fairfax RUSSELL,Cypriot,135,Walk the dog
1994,Emerson LEON,Cypriot,135,Surfing
1995,Art PATRICK,Singaporean,42,Gardening
1996,Fergus  MORAN,Bruneian,152,Backpacking
1997,Andrew BALLARD,Norwegian,62,Tai chi
1998,Bond NORRIS,Croat or Croatian,137,Walk the cat
1999,Ansel HUERTA,Peruvian,56,Electronics
2000,Conway CORDOVA,Scottish,47,Web Surfing
2001,Eric SCHMITT,Namibian,70,Knife making
2002,Archibald KHAN,Uzbek,10,Cryptography
2003,Carver MORSE,Tajik or Tadjik,27,Motor Sports
2004,Bevis MEADOWS,Ugandan,16,Backpacking
2005,Crosby HOFFMAN,Peruvian,56,Electronics
2006,Austin WHITNEY,Guatemalan,112,Knife making
2007,Damon JOHNS,Panamanian,59,Web Surfing
2008,Boris HENDRICKS,Paraguayan,57,Book restoration
2009,Fitzgerald ADKINS,Irish,100,Fashion
2010,Brian BOWEN,Turkmen or Turkoman,18,Walk the dog
2011,Emerson SEXTON,Estonian,124,Surfing
2012,Ernest WAGNER,Cambodian,147,Walk the dog
2013,Adley WHITEHEAD,Azerbaijani,167,Driving
2014,Dwayne YODER,Swazi,32,Web Surfing
2015,Drake FRENCH,Vietnamese,7,Roller Skating
2016,Denley CANNON,French,120,Gardening
2017,Edric HUERTA,Tuvaluan,17,Dance
2018,Conroy PONCE,Kuwaiti,93,Drama
2019,Erwin DAVIDSON,Indian,104,Skydiving
2020,Farley VAUGHAN,Mauritanian,79,Walk the cat
2021,Cecil HENSON,Burmese,149,Stone skipping
2022,Eldwin MERCADO,Tobagonian,21,Video Gaming
2023,Conan WOLFE,Qatari,52,Flying Disc
2024,Emmanuel RUBIO,Sri Lankan,35,Cycling
2025,Eric FRIEDMAN,Togolese,24,Walk the dog
2026,Everett MORGAN,Botswanan,155,Hand Ball
2027,Darian ROY,Libyan,88,Sudoku
2028,Ethan  LI,Taiwanese,28,Hunting
2029,Falkner COHEN,Ecuadorean,129,Coffee roasting
2030,Dermot LEACH,Eritrean,125,Drawing
2031,Caleb SANFORD,Estonian,124,Cryptography
2032,Brendon RYAN,Philippine,55,Sudoku
2033,Curtis BOWEN,Dutch,108,Walk the cat
2034,Denley ROBBINS,Turkmen or Turkoman,18,Astronomy
2035,Dexter SCHMIDT,Latvian,91,Skydiving
2036,Dalton BARBER,Croat or Croatian,137,Book restoration
2037,Alastair BUCKLEY,Bosnian,156,Drama
2038,Errol FRANCIS,Afghan,176,Creative writing
2039,Ethen HENSLEY,Uruguayan,11,Cooking
2040,Alston GREENE,Australian,169,Video Gaming
2041,Freeman MORROW,Azerbaijani,167,Knife making
2042,Chalmers KEITH,Pakistani,60,Hunting
2043,Burgess SWANSON,Taiwanese,28,Walk the cat
2044,Errol BUCHANAN,Hungarian,106,Walk the dog
2045,Francis WALTERS,Honduran,107,Backpacking
2046,Abraham YODER,Chadian,143,Bird Watching
2047,Daniel BENSON,Kenyan,94,Flying Disc
2048,Dillon MCCOY,Dutch,108,Body Building
2049,Cuthbert BAXTER,Albanian,175,Kayaking
2050,Brock OSBORNE,Polish,54,Digital Arts
2051,Farrell MATTHEWS,Thai,25,Drama
2052,Elroy PETERSEN,Armenian,170,Hiking
2053,Alston BOONE,Bahamian,166,Drama
2054,Davin STUART,Costa Rican,138,Hunting
2055,Brock HOUSTON,Nigerien,65,Archery
2056,Denley KELLEY,Trinidadian,23,Air Sport
2057,Chandler JUAREZ,Bruneian,152,Whittling
2058,Farley NORMAN,Dominican,130,Bird Watching
2059,Dorian KEY,Indonesian,103,Knife making
2060,Bartholomew JAMES,Bosnian,156,Driving
2061,Farley BRADFORD,Nepalese,69,Drama
2062,Driscoll DILLON,Venezuelan,8,Archery
2063,Eldwin BLACK,Rwandan,49,Motor Sports
2064,Alfie HARTMAN,Liberian,89,Whittling
2065,Ethen RIVERA,Taiwanese,28,Surfing
2066,Adrian CAMPBELL,Iraqi,101,Motor Sports
2067,Cuthbert CHARLES,Western Samoan,5,Kayaking
2068,Daley JOHNSTON,Mauritian,78,Knife making
2069,Anthony GRAY,Belizean,160,Archery
2070,Enoch DUNN,Tajik or Tadjik,27,Hunting
2071,Amery COX,Kazakh,95,Creative writing
2072,Erwin HUDSON,Malagasy or Madagascan,85,Skydiving
2073,Durwin BOYLE,South African,38,Coffee roasting
2074,Emmett FREY,Papua New Guinean or Guinean,58,Coffee roasting
2075,Erskine BARNETT,Turkmen or Turkoman,18,Coloring
2076,Eliot ELLIOTT,Syrian,29,Tennis
2077,Carney ALLISON,Zaïrean,2,Book restoration
2078,Alvin JAMES,Macedonian,86,Hunting
2079,Emerson CRUZ,Guatemalan,112,Stone skipping
2080,Bert CARRILLO,British,13,Walk the cat
2081,Chester MCCANN,Malian,81,Drama
2082,Culbert BERRY,Bhutanese,158,Driving
2083,Eugene DAVIS,Salvadorean,127,Flying Disc
2084,Felix CAMPBELL,Tanzanian,26,Body Building
2085,Ezra QUINN,Azerbaijani,167,Archery
2086,Culbert BUCK,Albanian,175,Stone skipping
2087,Buck KING,Iranian,102,Cycling
2088,Ferris RASMUSSEN,Zimbabwean,0,Electronics
2089,Ezra MULLINS,Zambian,1,Flying Disc
2090,Emerson CHEN,Egyptian,128,Roller Skating
2091,Ebenezer SAVAGE,Bangladeshi,164,Motor Sports
2092,Cary MACDONALD,Portuguese,53,Whittling
2093,Emmanuel HOLDEN,US,12,Knife making
2094,Adrian MAYNARD,Saudi Arabian,48,Cryptography
2095,Brice PEREZ,Bolivian,157,Archery
2096,Fletcher DEAN,Venezuelan,8,Skateboarding
2097,Barry GUERRERO,Paraguayan,57,Skydiving
2098,Ethen SAMPSON,Lebanese,90,Digital Arts
2099,Dexter FARLEY,Kazakh,95,Skateboarding
2100,Fabian PALMER,Surinamese,33,Skydiving
2101,Bartholomew FLEMING,Panamanian,59,Air Sport
2102,Darell ESTRADA,Slovak,41,Fashion
2103,Emmanuel BRIGGS,Tobagan,22,Skateboarding
2104,Erwin SHERMAN,Ukrainian,15,Kayaking
2105,Dennis ONEILL,Western Samoan,5,Whittling
2106,Corwin PERRY,Western Samoan,5,Web Surfing
2107,Elbert WOLF,Somali,39,Water Sports
2108,Emrick IBARRA,Trinidadian,23,Surfing
2109,Caldwell DUKE,Zambian,1,Gardening
2110,Erskine BLACKWELL,Beninese,159,Jigsaw puzzles
2111,Fleming WERNER,Senegalese,46,Book restoration
2112,Elton COLLINS,Montenegrin,73,Archery
2113,Ebenezer VILLEGAS,Barbadian,163,Tennis
2114,Fairfax OLSON,Guinean,111,Web Surfing
2115,Brian KAISER,Moroccan,72,Video Gaming
2116,Frank LUCERO,Dominican,131,Sudoku
2117,Benjamin SELLERS,Moroccan,72,Coloring
2118,Elijah VELEZ,Bulgarian,151,Reading
2119,Ferdinand NELSON,Mauritian,78,Web Surfing
2120,Emmett TANNER,Liberian,89,Creative writing
2121,Darell REED,Azerbaijani,167,Skateboarding
2122,Elton SANTIAGO,Armenian,170,Jigsaw puzzles
2123,Edric NIXON,Irish,100,Digital Arts
2124,Damon GILL,Bulgarian,151,Skydiving
2125,Dylan CHAVEZ,Egyptian,128,Cryptography
2126,Ferdinand MCINTYRE,Cape Verdean,144,Driving
2127,Alan CAMPBELL,Japanese,97,Motor Sports
2128,Fenton CARDENAS,Yemeni,4,Digital Arts
2129,Fairfax QUINN,French,120,Motor Sports
2130,Amos DOMINGUEZ,Tobagan,22,Flying Disc
2131,Erwin BAUER,Liberian,89,Creative writing
2132,Bradley DICKERSON,Burkinese,150,Coloring
2133,Farrell LANE,Papua New Guinean or Guinean,58,Water Sports
2134,Emerson VARGAS,Chadian,143,Flying Disc
2135,Brian HOFFMAN,Mongolian,74,Digital Arts
2136,Everett SLOAN,Macedonian,86,Cycling
2137,Adley SIMON,Malian,81,Electronics
2138,Blair THOMPSON,Swiss,30,Kite Surfing
2139,Fox HODGES,Armenian,170,Skydiving
2140,Dwight AGUIRRE,Qatari,52,Book restoration
2141,Conrad SINGLETON,Czech,134,Knife making
2142,Alan RHODES,Eritrean,125,Walk the cat
2143,Brock GONZALES,Irish,100,Book restoration
2144,Erwin GOLDEN,Venezuelan,8,Cooking
2145,Evan GOODMAN,UAE or Emirates,14,Tennis
2146,Fenton STANLEY,Togolese,24,Fashion
2147,Forrest COLLIER,Ukrainian,15,Driving
2148,Carroll NIXON,Slovene or Slovenian,40,Creative writing
2149,Francis DUNLAP,Taiwanese,28,Archery
2150,Ferdinand MCKAY,Albanian,175,Walk the dog
2151,Declan BEARD,Guatemalan,112,Sudoku
2152,Coleman BLACKWELL,Burkinese,150,Water Sports
2153,Falkner ELLISON,Mozambican,71,Kayaking
2154,Emery RAY,Philippine,55,Air Sport
2155,Bryant HANNA,Philippine,55,Skydiving
2156,Ethen ESPINOZA,Polish,54,Kite Flying
2157,Everett MOONEY,Danish,133,Driving
2158,Casper SAVAGE,Turkish,19,Body Building
2159,Claude BARTLETT,Indonesian,103,Drawing
2160,Francis NORTON,Guyanese,110,Air Sport
2161,Chapman NORMAN,Syrian,29,Graffiti
2162,Brian TODD,Bangladeshi,164,Stone skipping
2163,Adley RAMOS,Sudanese,34,Cryptography
2164,Fox CARRILLO,Uzbek,10,Driving
2165,Eliot NOBLE,Latvian,91,Air Sport
2166,Addison JACOBS,Turkmen or Turkoman,18,Stone skipping
2167,Emmett MACIAS,Russian,50,Skateboarding
2168,Ethan  RIVERS,Bahamian,166,Book restoration
2169,Benjamin WADE,Belgian,161,Hiking
2170,Elton THOMAS,Qatari,52,Drawing
2171,Fairfax RICH,Jamaican,98,Kayaking
2172,Clyde DOUGLAS,Beninese,159,Video Gaming
2173,Elton MELENDEZ,British,153,Hiking
2174,Arthur HERRERA,Gabonese,119,Electronics
2175,Archibald BRIDGES,Algerian,174,Motor Sports
2176,Ethen VAZQUEZ,Mongolian,74,Creative writing
2177,Erskine BARKER,Swiss,30,Video Gaming
2178,Emmanuel BAILEY,Nigerien,65,Kite Surfing
2179,Dennis REYNOLDS,Malaysian,83,Dance
2180,Dixon SNYDER,Belgian,161,Reading
2181,Durwin MYERS,Guinean,111,Book restoration
2182,Dalton HUGHES,Gambian,118,Hiking
2183,Eldon SCHNEIDER,Seychellois,44,Cooking
2184,Fletcher CONNER,Bruneian,152,Backpacking
2185,Elbert TERRELL,Italian,99,Knife making
2186,Clay BRAY,Lebanese,90,Graffiti
2187,Erwin LANG,Bolivian,157,Kayaking
2188,Emmanuel STUART,Costa Rican,138,Hunting
2189,Efrain PHAM,Vanuatuan,9,Walk the dog
2190,Forrest COLON,Chinese,141,Hunting
2191,Fitzgerald WARNER,Georgian,117,Walk the dog
2192,Erskine CURRY,Sri Lankan,35,Kayaking
2193,Conway GRIFFITH,Sierra Leonian,43,Hiking
2194,Eric HUTCHINSON,Brazilian,154,Surfing
2195,Durwin HANSON,Chilean,142,Gardening
2196,Darell BENJAMIN,Montenegrin,73,3D printing
2197,Elton HOWELL,Uzbek,10,Hiking
2198,Coleman SINGH,Andorran,173,Kite Surfing
2199,Davin LYNCH,Welsh,6,Coloring
2200,Dexter FULLER,Mongolian,74,Stone skipping
2201,Donald CONWAY,Moldovan,76,Graffiti
2202,Bruno VANG,Australian,169,Tennis
2203,Egil RIVERS,Tanzanian,26,Kite Surfing
2204,Eugene SCHMITT,Jordanian,96,Walk the dog
2205,Frederick CHAMBERS,Latvian,91,Coloring
2206,Emmett NOVAK,Burkinese,150,Surfing
2207,Eldon MOSS,Macedonian,86,Creative writing
2208,Francis MOONEY,Papua New Guinean or Guinean,58,Coloring
2209,Burton WILLIAMSON,Afghan,176,Graffiti
2210,Derwin HARRELL,Cambodian,147,Kite Flying
2211,Chalmers ROSARIO,Slovak,41,Digital Arts
2212,Ansel CALHOUN,Swedish,31,Sudoku
2213,Casey BARTON,Ecuadorean,129,Skateboarding
2214,Elliott MYERS,Bahamian,166,Flying Disc
2215,Eaton LAMB,Burmese,149,Walk the dog
2216,Archer ONEAL,Slovene or Slovenian,40,Tennis
2217,Conway POPE,Portuguese,53,Hand Ball
2218,Dirk MAYNARD,Mongolian,74,Water Sports
2219,Elton POWERS,Austrian,168,Surfing
2220,Falkner BRIGGS,Albanian,175,Knife making
2221,Egerton BAUER,Ugandan,16,Electronics
2222,Brice WINTERS,Cape Verdean,144,Coffee roasting
2223,Adler MCPHERSON,Argentinian,171,Coloring
2224,Doyle CHEN,Moldovan,76,Cycling
2225,Floyd STEVENS,Turkish,19,Stone skipping
2226,Ethen LOWE,Lithuanian,87,Air Sport
2227,Abbott WILEY,Kazakh,95,Water Sports
2228,Ernest AVERY,Italian,99,Walk the cat
2229,Fox MUNOZ,Czech,134,Kayaking
2230,Ezra ANDREWS,Togolese,24,Coffee roasting
2231,Eugene ALEXANDER,Kenyan,94,Hand Ball
2232,Elijah PEREZ,Czech,134,Kayaking
2233,Aaron MERCADO,Eritrean,125,Creative writing
2234,Fox RICHARDSON,Czech,134,Hiking
2235,Emmett AYERS,Zimbabwean,0,Cycling
2236,Eugene WASHINGTON,Liberian,89,Tennis
2237,Angus CAMPOS,Indian,104,Walk the dog
2238,Cary HAYS,Honduran,107,Hunting
2239,Francis ODONNELL,Italian,99,Cryptography
2240,Dexter STRONG,Bruneian,152,Book restoration
2241,Edwin SHELTON,British,13,Walk the dog
2242,Adley ROWLAND,Iranian,102,Skydiving
2243,Crosby STRICKLAND,Syrian,29,Water Sports
2244,Brent SCHNEIDER,Lebanese,90,Drama
2245,Emmanuel AYERS,Slovene or Slovenian,40,3D printing
2246,Ernest BLANCHARD,Fijian,122,Video Gaming
2247,Chatwin BUSH,Honduran,107,Walk the dog
2248,Drew KRAMER,Mauritanian,79,Hiking
2249,Finbar GALLOWAY,Swazi,32,Reading
2250,Egan ALVAREZ,Andorran,173,Table tenni
2251,Elmer BARRETT,Omani,61,Table tenni
2252,Carter RANDOLPH,Qatari,52,Digital Arts
2253,Austin WEST,Swazi,32,Walk the dog
2254,Finbar SHERMAN,Kenyan,94,Kite Flying
2255,Floyd HUDSON,Nigerien,65,Walk the cat
2256,Carl COOK,New Zealand,67,Digital Arts
2257,Eaton PETTY,Georgian,117,Cooking
2258,Abner BOND,Albanian,175,Walk the cat
2259,Ely MAYS,Colombian,140,Flying Disc
2260,Crispin HUBER,New Zealand,67,Book restoration
2261,Declan CLINE,Singaporean,42,Hand Ball
2262,Elvis HERRING,Seychellois,44,Coloring
2263,Frederick GRIFFITH,Scottish,47,Tennis
2264,Forbes WHITEHEAD,Dominican,131,Stone skipping
2265,Aldrich CHARLES,Senegalese,46,Kite Flying
2266,Blair SOTO,Kazakh,95,Roller Skating
2267,Clive MANN,Indian,104,Digital Arts
2268,Emmett WALLS,Congolese,139,Web Surfing
2269,Ferdinand ODONNELL,Canadian,145,Walk the dog
2270,Floyd HARDING,Congolese,139,Whittling
2271,Daley MURILLO,Maldivian,82,Kayaking
2272,Eliot STEWART,Guinean,111,Digital Arts
2273,Clifford HUTCHINSON,Dominican,130,Digital Arts
2274,Addison MATHIS,Lebanese,90,Tai chi
2275,Brendan JOHNSON,Scottish,47,Video Gaming
2276,Eugene PINEDA,Fijian,122,Hand Ball
2277,Alan CASEY,Georgian,117,Archery
2278,Arthur HOBBS,Belizean,160,Walk the cat
2279,Francis DOYLE,Monégasque or Monacan,75,Coffee roasting
2280,Aiden DORSEY,Turkmen or Turkoman,18,Astronomy
2281,Cliff CLARK,Fijian,122,Skydiving
2282,Arlen KRAUSE,Mexican,77,Table tenni
2283,Christopher WILKINS,Taiwanese,28,Electronics
2284,Ferris CARNEY,Bruneian,152,Kayaking
2285,Earl CLEMENTS,Kuwaiti,93,Fashion
2286,Erwin CHASE,Canadian,145,Video Gaming
2287,Forrest CARR,Macedonian,86,Book restoration
2288,Brandan WALLS,Egyptian,128,Walk the dog
2289,Amery GUERRERO,Egyptian,128,Backpacking
2290,Francis RUSSELL,Mauritian,78,Cycling
2291,Elias SILVA,Singaporean,42,Walk the dog
2292,Felix NORRIS,Venezuelan,8,Video Gaming
2293,Eddie SANDERS,Uruguayan,11,Backpacking
2294,Floyd SAMPSON,Ukrainian,15,Cycling
2295,Axel NIXON,Guatemalan,112,Cycling
2296,Carl MCKINNEY,South Korean,37,Coloring
2297,Chatwin WALTERS,Laotian,92,Graffiti
2298,Foster CERVANTES,Lithuanian,87,Tennis
2299,Ferris JUAREZ,Grenadian,113,Table tenni
2300,Eddie THOMPSON,Slovak,41,Coloring
2301,Claude FRANK,Bruneian,152,Jigsaw puzzles
2302,Ferdinand RANDALL,Brazilian,154,Cryptography
2303,Floyd HENRY,South Korean,37,Whittling
2304,Falkner CURRY,Bruneian,152,Stone skipping
2305,Bruno BENNETT,Philippine,55,Knife making
2306,Bruno PARSONS,Panamanian,59,Tennis
2307,Darrel DOUGHERTY,Bahraini,165,Surfing
2308,Drew CHANDLER,Burundian,148,Coloring
2309,Brock FISHER,Indonesian,103,Whittling
2310,Esmond KELLY,Guinean,111,Creative writing
2311,Abner SAMPSON,Trinidadian,23,Surfing
2312,Boris PARKS,Belarusian or Belarusan,162,Hiking
2313,Albion STEPHENSON,Russian,50,Fashion
2314,Chapman CONRAD,Malawian,84,Drawing
2315,Eldon SANDERS,British,153,Skydiving
2316,Ferris PETERSON,Dominican,131,Jigsaw puzzles
2317,Albion ROSARIO,Russian,50,Driving
2318,Freeman GALLEGOS,Russian,50,Tennis
2319,Fox ARROYO,Bosnian,156,Hand Ball
2320,Fenton CONWAY,Colombian,140,Table tenni
2321,Alfred AVERY,Trinidadian,23,Water Sports
2322,Amos CAMERON,Danish,133,Electronics
2323,Edric DELEON,Bahamian,166,Drawing
2324,Dwight BUCHANAN,Swedish,31,Skydiving
2325,Fairfax MASSEY,Chadian,143,Kayaking
2326,Ernest COOLEY,Hungarian,106,Motor Sports
2327,Adrian MAYNARD,Bhutanese,158,Skydiving
2328,Eddie MCPHERSON,Portuguese,53,Cycling
2329,Finbar DUKE,Zaïrean,2,Cycling
2330,Axel CHAN,Philippine,55,Knife making
2331,Elvis SANCHEZ,North Korean,63,Table tenni
2332,Adrian BARAJAS,Greek,114,Roller Skating
2333,Elton RAY,Malagasy or Madagascan,85,Digital Arts
2334,Emery TREVINO,Tuvaluan,17,Cycling
2335,Emmett BOOTH,Burundian,148,Reading
2336,Ferdinand HODGE,Laotian,92,Astronomy
2337,Emmett PEARSON,Senegalese,46,Kayaking
2338,Baldwin BURNS,Cape Verdean,144,Walk the dog
2339,Farrell PADILLA,Bahraini,165,Driving
2340,Andrew NASH,Guyanese,110,Graffiti
2341,Eric MCGEE,German,116,Walk the cat
2342,Enoch ESCOBAR,Saudi Arabian,48,Backpacking
2343,Freeman GIBBS,Macedonian,86,Reading
2344,Dean SCOTT,Burkinese,150,Roller Skating
